Date      - 2021-09-28T11:25:09
Vref      = 3.318 V
Us(+5V)   = 4.911 V
Temp_SiPM = 22.369 C
Temp_CPU  = 31.888 C
U_LED_on  = 2.85 V
+U_SiPM   = 3.289 V
-U_SiPM   = -23.714 V
U_SiPM    = 27.003 V
I_SiPM    = 0.646 uA
>No. t[s] T[C] U+_SiPM[V] U-_SiPM[V] Vert.angl[grad]. Hor.angl[grad] I_SiPM[uA] I0_SiPM[uA] 
>426 887.882 21.854 3.289 -23.72 130 126 0.707 0.611
>427 889.883 21.933 3.289 -23.722 130 128 0.724 0.608
>428 891.889 22.011 3.289 -23.725 130 130 0.697 0.637
>429 893.891 21.965 3.289 -23.719 130 132 0.678 0.606
>430 895.897 21.833 3.289 -23.723 130 134 0.664 0.63
>431 897.9 21.907 3.289 -23.722 130 136 0.651 0.618
>432 899.902 21.826 3.289 -23.722 130 138 0.668 0.646
>433 901.908 21.952 3.289 -23.721 130 140 0.623 0.596
>434 903.909 21.94 3.289 -23.718 130 142 0.64 0.601
>435 905.914 21.875 3.289 -23.72 130 144 0.626 0.621
>436 907.917 21.927 3.288 -23.721 130 146 0.627 0.634
>437 909.92 21.858 3.288 -23.723 130 148 0.647 0.596
>438 911.924 21.868 3.289 -23.727 130 150 0.64 0.643
>439 913.927 21.919 3.289 -23.72 130 152 0.626 0.62
>440 915.932 21.918 3.289 -23.72 130 154 0.629 0.634
>441 917.935 21.936 3.289 -23.723 130 156 0.654 0.628
>442 919.939 21.985 3.289 -23.721 130 158 0.605 0.647
>443 921.942 21.973 3.288 -23.718 130 160 0.663 0.607
>444 923.944 21.963 3.289 -23.722 130 162 0.632 0.65
>445 925.948 21.922 3.288 -23.718 130 164 0.617 0.621
>446 927.952 21.958 3.288 -23.718 130 166 0.633 0.615
>447 929.955 21.935 3.289 -23.722 130 168 0.615 0.644
>448 931.956 21.858 3.288 -23.719 130 170 0.653 0.632
>449 933.961 21.886 3.289 -23.723 130 172 0.634 0.603
>450 935.964 21.981 3.288 -23.721 130 174 0.634 0.639
>451 937.966 21.902 3.289 -23.722 130 176 0.647 0.637
>452 939.97 21.853 3.289 -23.723 130 178 0.626 0.615
>453 941.973 22.015 3.289 -23.723 130 180 0.634 0.619
>454 943.977 21.985 3.289 -23.722 130 178 0.601 0.637
>455 945.979 21.948 3.289 -23.72 130 176 0.614 0.61
>456 947.983 21.94 3.289 -23.723 130 174 0.631 0.609
>457 949.984 22.015 3.289 -23.719 130 172 0.618 0.637
>458 951.988 21.93 3.289 -23.723 130 170 0.632 0.61
>459 953.991 21.86 3.289 -23.719 130 168 0.621 0.627
>460 955.994 21.926 3.289 -23.725 130 166 0.624 0.616
>461 957.997 21.939 3.289 -23.723 130 164 0.649 0.626
>462 959.998 21.923 3.289 -23.724 130 162 0.655 0.627
>463 962.001 21.866 3.288 -23.721 130 160 0.625 0.62
>464 964.005 21.912 3.289 -23.725 130 158 0.638 0.6
>465 966.007 21.858 3.288 -23.72 130 156 0.615 0.623
>466 968.01 21.962 3.289 -23.723 130 154 0.64 0.61
>467 970.012 21.942 3.289 -23.72 130 152 0.573 0.611
>468 972.014 21.945 3.289 -23.719 130 150 0.637 0.625
>469 974.018 21.955 3.289 -23.726 130 148 0.551 0.628
>470 976.02 21.912 3.289 -23.72 130 146 0.601 0.626
>471 978.022 21.857 3.288 -23.721 130 144 0.609 0.626
>472 980.027 21.912 3.289 -23.718 130 142 0.624 0.632
>473 982.028 21.944 3.289 -23.723 130 140 0.635 0.611
>474 984.029 21.91 3.289 -23.718 130 138 0.679 0.628
>475 986.033 21.976 3.289 -23.721 130 136 0.681 0.642
>476 988.035 22.01 3.289 -23.72 130 134 0.698 0.63
>477 990.036 21.94 3.289 -23.726 130 132 0.682 0.644
>478 992.039 21.878 3.289 -23.721 130 130 0.671 0.647
>479 994.042 21.936 3.289 -23.723 130 128 0.627 0.63
>480 996.044 21.801 3.289 -23.723 130 126 0.718 0.638
>481 998.046 21.868 3.289 -23.724 130 124 0.7 0.63
>482 1000.047 21.931 3.289 -23.719 130 122 0.704 0.651
>483 1002.051 21.868 3.288 -23.72 130 120 0.773 0.666
>484 1004.052 21.956 3.289 -23.719 130 118 0.794 0.644
>485 1006.054 21.956 3.289 -23.724 130 116 0.849 0.604
>486 1008.056 21.886 3.289 -23.72 130 114 0.949 0.619
>487 1010.058 21.908 3.288 -23.722 130 112 1.077 0.601
>488 1012.061 21.89 3.289 -23.722 130 110 2.318 0.658
>489 1014.062 21.917 3.289 -23.724 130 108 9.371 0.649
>490 1016.065 21.934 3.288 -23.72 130 106 21.191 0.676
>491 1018.067 21.881 3.288 -23.718 130 104 45.959 0.587
>492 1020.068 21.994 3.287 -23.713 130 102 61.12 0.671
>493 1022.073 21.989 3.287 -23.716 130 100 69.256 0.634
>494 1024.073 21.943 3.287 -23.716 130 98 74.473 0.64
>495 1026.075 21.987 3.287 -23.709 130 96 76.32 0.689
>496 1028.076 21.85 3.288 -23.714 130 94 77.18 0.608
>497 1030.078 21.886 3.287 -23.714 130 92 76.739 0.631
>498 1032.08 21.872 3.287 -23.713 130 90 76.445 0.647
>499 1034.081 21.973 3.287 -23.712 130 88 77.038 0.666
>500 1036.083 21.935 3.287 -23.717 130 86 77.972 0.673
>501 1038.084 21.903 3.287 -23.716 130 84 78.807 0.636
>502 1040.086 21.869 3.287 -23.714 130 82 77.937 0.685
>503 1042.088 21.876 3.287 -23.71 130 80 73.609 0.65
>504 1044.089 21.92 3.288 -23.712 130 78 65.958 0.656
>505 1046.091 21.93 3.288 -23.715 130 76 47.724 0.646
>506 1048.093 21.918 3.288 -23.721 130 74 19.915 0.679
>507 1050.094 21.843 3.289 -23.717 130 72 9.569 0.648
>508 1052.097 21.901 3.289 -23.724 130 70 3.925 0.589
>509 1054.097 21.866 3.289 -23.722 130 68 1.383 0.646
>510 1056.099 21.931 3.288 -23.72 130 66 0.97 0.606
>511 1058.1 21.994 3.288 -23.724 130 64 0.891 0.612
>512 1060.102 21.939 3.289 -23.722 130 62 0.838 0.564
>513 1062.102 21.879 3.288 -23.721 130 60 0.757 0.652
>514 1064.104 21.898 3.289 -23.725 130 58 0.691 0.648
>515 1066.105 21.932 3.289 -23.722 130 56 0.724 0.629
>516 1068.106 21.908 3.288 -23.718 130 54 0.727 0.621
>517 1070.108 21.9 3.289 -23.722 130 52 0.74 0.622
>518 1072.109 21.923 3.289 -23.723 130 50 0.607 0.657
>519 1074.11 21.945 3.288 -23.718 130 48 0.648 0.63
>520 1076.111 21.952 3.289 -23.72 130 46 0.645 0.664
>521 1078.112 21.923 3.289 -23.717 130 44 0.657 0.606
>522 1080.114 22.019 3.289 -23.717 130 42 0.652 0.643
>523 1082.114 22.009 3.288 -23.724 130 40 0.703 0.619
>524 1084.116 21.913 3.288 -23.721 130 38 0.609 0.632
>525 1086.117 21.875 3.289 -23.721 130 36 0.692 0.649
>526 1088.117 21.879 3.289 -23.722 130 34 0.673 0.628
>527 1090.118 21.931 3.289 -23.722 130 32 0.637 0.616
>528 1092.119 21.85 3.289 -23.722 130 30 0.668 0.642
>529 1094.122 21.951 3.289 -23.724 130 28 0.662 0.59
>530 1096.123 21.932 3.289 -23.724 130 26 0.656 0.642
>531 1098.123 21.893 3.289 -23.72 130 24 0.656 0.623
>532 1100.123 21.88 3.289 -23.716 130 22 0.636 0.625
>533 1102.124 21.932 3.288 -23.722 130 20 0.636 0.677
>534 1104.124 21.959 3.289 -23.724 130 18 0.618 0.647
>535 1106.125 21.943 3.289 -23.72 130 16 0.687 0.614
>536 1108.126 21.867 3.289 -23.719 130 14 0.656 0.618
>537 1110.126 21.934 3.289 -23.721 130 12 0.664 0.613
>538 1112.127 21.943 3.289 -23.726 130 10 0.612 0.633
>539 1114.128 21.995 3.289 -23.722 130 8 0.632 0.61
>540 1116.128 21.852 3.289 -23.722 130 6 0.644 0.671
>541 1118.129 21.943 3.289 -23.725 130 4 0.634 0.657
>542 1120.129 21.889 3.289 -23.721 130 2 0.619 0.611
>543 1122.13 21.889 3.289 -23.721 130 0 0.611 0.618
>[JNo. t[s] T[C] U+_SiPM[V] U-_SiPM[V] Vert.angl[grad]. Hor.angl[grad] I_SiPM[uA] I0_SiPM[uA] 
>544 1133.891 21.974 3.289 -23.723 150 0 0.605 0.619
>545 1135.894 21.871 3.289 -23.723 150 2 0.602 0.605
>546 1137.902 21.886 3.289 -23.721 150 4 0.582 0.631
>547 1139.909 21.913 3.289 -23.718 150 6 0.623 0.615
>548 1141.913 21.908 3.288 -23.724 150 8 0.636 0.608
>549 1143.916 21.901 3.289 -23.724 150 10 0.632 0.612
>550 1145.922 21.907 3.288 -23.722 150 12 0.659 0.615
>551 1147.926 21.872 3.288 -23.728 150 14 0.58 0.626
>552 1149.934 21.901 3.289 -23.722 150 16 0.649 0.62
>553 1151.939 21.921 3.289 -23.724 150 18 0.661 0.613
>554 1153.943 21.92 3.289 -23.721 150 20 0.613 0.596
>555 1155.951 21.92 3.289 -23.721 150 22 0.614 0.645
>556 1157.956 21.905 3.288 -23.722 150 24 0.637 0.619
>557 1159.958 21.905 3.289 -23.72 150 26 0.623 0.59
>558 1161.963 21.868 3.288 -23.726 150 28 0.683 0.662
>559 1163.97 21.956 3.288 -23.725 150 30 0.655 0.572
>560 1165.975 21.872 3.289 -23.721 150 32 0.68 0.579
>561 1167.977 21.956 3.289 -23.721 150 34 0.671 0.633
>562 1169.982 21.913 3.289 -23.723 150 36 0.65 0.591
>563 1171.989 21.939 3.289 -23.722 150 38 0.63 0.571
>564 1173.994 21.914 3.289 -23.723 150 40 0.675 0.603
>565 1176 21.856 3.289 -23.721 150 42 0.561 0.542
>566 1178.003 21.946 3.289 -23.716 150 44 0.671 0.66
>567 1180.008 21.852 3.289 -23.722 150 46 0.66 0.6
>568 1182.015 21.913 3.289 -23.722 150 48 0.643 0.659
>569 1184.019 21.826 3.289 -23.723 150 50 0.642 0.661
>570 1186.024 21.889 3.289 -23.721 150 52 0.726 0.621
>571 1188.026 21.91 3.289 -23.718 150 54 0.749 0.644
>572 1190.036 21.884 3.289 -23.72 150 56 0.614 0.54
>573 1192.036 21.877 3.289 -23.722 150 58 0.681 0.6
>574 1194.042 21.893 3.289 -23.724 150 60 0.796 0.615
>575 1196.048 21.879 3.289 -23.718 150 62 0.778 0.683
>576 1198.051 21.878 3.289 -23.722 150 64 0.893 0.694
>577 1200.054 21.827 3.289 -23.722 150 66 0.887 0.604
>578 1202.063 21.875 3.289 -23.721 150 68 1.077 0.633
>579 1204.063 21.897 3.289 -23.719 150 70 1.729 0.608
>580 1206.068 21.809 3.288 -23.724 150 72 4.894 0.573
>581 1208.073 21.836 3.289 -23.72 150 74 18.171 0.65
>582 1210.079 21.902 3.288 -23.716 150 76 43.3 0.62
>583 1212.084 21.809 3.287 -23.714 150 78 58.276 0.674
>584 1214.089 21.895 3.288 -23.713 150 80 68.756 0.59
>585 1216.09 21.88 3.288 -23.713 150 82 75.666 0.561
>586 1218.095 21.924 3.287 -23.717 150 84 78.933 0.609
>587 1220.1 21.898 3.287 -23.717 150 86 78.42 0.666
>588 1222.104 21.95 3.287 -23.712 150 88 77.406 0.64
>589 1224.107 21.956 3.288 -23.714 150 90 76.478 0.639
>590 1226.113 21.884 3.287 -23.716 150 92 76.586 0.555
>591 1228.121 21.859 3.288 -23.715 150 94 77.214 0.643
>592 1230.122 21.882 3.287 -23.715 150 96 77.084 0.561
>593 1232.125 21.856 3.288 -23.713 150 98 76.206 0.564
>594 1234.132 21.861 3.288 -23.713 150 100 72.805 0.678
>595 1236.133 21.937 3.287 -23.714 150 102 64.189 0.621
>596 1238.136 21.918 3.288 -23.715 150 104 55.95 0.652
>597 1240.143 21.886 3.288 -23.715 150 106 34.161 0.617
>598 1242.147 21.882 3.288 -23.715 150 108 15.386 0.624
>599 1244.149 21.873 3.289 -23.717 150 110 4.347 0.6
>600 1246.153 21.883 3.289 -23.72 150 112 1.054 0.597
>601 1248.159 21.814 3.289 -23.718 150 114 0.921 0.645
>602 1250.164 21.837 3.289 -23.721 150 116 0.839 0.655
>603 1252.165 21.89 3.289 -23.722 150 118 0.739 0.665
>604 1254.168 21.876 3.289 -23.722 150 120 0.741 0.652
>605 1256.171 21.931 3.289 -23.717 150 122 0.737 0.61
>606 1258.176 21.854 3.288 -23.721 150 124 0.628 0.604
>607 1260.181 21.904 3.288 -23.721 150 126 0.701 0.608
>608 1262.183 21.899 3.289 -23.724 150 128 0.669 0.561
>609 1264.189 21.905 3.288 -23.725 150 130 0.663 0.643
>610 1266.191 21.877 3.289 -23.723 150 132 0.614 0.612
>611 1268.194 21.902 3.289 -23.724 150 134 0.66 0.634
>612 1270.2 21.89 3.289 -23.722 150 136 0.658 0.631
>613 1272.202 21.792 3.289 -23.723 150 138 0.647 0.641
>614 1274.207 21.83 3.288 -23.722 150 140 0.667 0.646
>615 1276.208 21.91 3.289 -23.722 150 142 0.679 0.623
>616 1278.212 21.896 3.289 -23.721 150 144 0.632 0.627
>617 1280.218 21.905 3.289 -23.718 150 146 0.628 0.641
>618 1282.219 21.847 3.289 -23.717 150 148 0.633 0.633
>619 1284.222 21.84 3.288 -23.725 150 150 0.634 0.649
>620 1286.227 21.867 3.288 -23.72 150 152 0.62 0.622
>621 1288.23 21.858 3.289 -23.721 150 154 0.656 0.626
>622 1290.234 21.924 3.289 -23.721 150 156 0.563 0.606
>623 1292.236 21.882 3.288 -23.716 150 158 0.598 0.598
>624 1294.239 21.813 3.288 -23.725 150 160 0.606 0.643
>625 1296.242 21.868 3.289 -23.723 150 162 0.603 0.629
>626 1298.246 21.914 3.289 -23.724 150 164 0.622 0.611
>627 1300.251 21.893 3.289 -23.724 150 166 0.632 0.588
>628 1302.252 21.922 3.289 -23.722 150 168 0.638 0.599
>629 1304.255 21.864 3.289 -23.721 150 170 0.63 0.611
>630 1306.258 21.86 3.289 -23.724 150 172 0.612 0.601
>631 1308.263 21.881 3.289 -23.718 150 174 0.626 0.621
>632 1310.264 21.927 3.289 -23.722 150 176 0.642 0.644
>633 1312.267 21.919 3.289 -23.723 150 178 0.598 0.63
>634 1314.273 21.999 3.289 -23.722 150 180 0.627 0.605
>635 1316.275 21.957 3.289 -23.723 150 178 0.615 0.613
>636 1318.278 21.891 3.289 -23.719 150 176 0.612 0.606
>637 1320.279 21.816 3.289 -23.717 150 174 0.605 0.611
>638 1322.283 21.868 3.289 -23.72 150 172 0.625 0.614
>639 1324.286 21.892 3.289 -23.72 150 170 0.663 0.624
>640 1326.289 21.909 3.289 -23.716 150 168 0.567 0.632
>641 1328.292 21.898 3.289 -23.726 150 166 0.626 0.636
>642 1330.295 21.896 3.288 -23.717 150 164 0.611 0.633
>643 1332.296 21.906 3.289 -23.721 150 162 0.604 0.629
>644 1334.299 21.933 3.289 -23.723 150 160 0.621 0.627
>645 1336.302 21.82 3.289 -23.722 150 158 0.637 0.622
>646 1338.304 21.893 3.288 -23.725 150 156 0.646 0.61
>647 1340.309 21.896 3.289 -23.719 150 154 0.635 0.64
>648 1342.311 21.885 3.289 -23.723 150 152 0.581 0.625
>649 1344.312 21.866 3.289 -23.723 150 150 0.623 0.617
>650 1346.315 21.941 3.289 -23.719 150 148 0.628 0.621
>651 1348.318 21.926 3.289 -23.728 150 146 0.623 0.621
>652 1350.32 21.927 3.289 -23.726 150 144 0.641 0.601
>653 1352.322 21.913 3.289 -23.719 150 142 0.664 0.614
>654 1354.326 21.908 3.289 -23.72 150 140 0.629 0.622
>655 1356.327 21.797 3.289 -23.721 150 138 0.625 0.637
>656 1358.329 21.929 3.289 -23.722 150 136 0.645 0.645
>657 1360.332 21.846 3.289 -23.72 150 134 0.664 0.632
>658 1362.334 21.817 3.289 -23.726 150 132 0.677 0.652
>659 1364.337 21.875 3.289 -23.723 150 130 0.711 0.651
>660 1366.34 21.905 3.289 -23.721 150 128 0.681 0.634
>661 1368.341 21.849 3.289 -23.726 150 126 0.645 0.556
>662 1370.343 21.872 3.289 -23.722 150 124 0.679 0.626
>663 1372.347 21.828 3.289 -23.716 150 122 0.717 0.595
>664 1374.348 21.859 3.289 -23.721 150 120 0.662 0.582
>665 1376.35 21.842 3.288 -23.723 150 118 0.774 0.622
>666 1378.352 21.8 3.289 -23.721 150 116 0.822 0.642
>667 1380.354 21.809 3.289 -23.717 150 114 0.9 0.623
>668 1382.356 21.868 3.289 -23.719 150 112 1.04 0.651
>669 1384.358 21.851 3.289 -23.723 150 110 2.998 0.624
>670 1386.363 21.785 3.288 -23.722 150 108 10.31 0.626
>671 1388.363 21.843 3.288 -23.721 150 106 27.318 0.619
>672 1390.363 21.788 3.288 -23.716 150 104 53.396 0.629
>673 1392.367 21.853 3.288 -23.717 150 102 62.85 0.632
>674 1394.367 21.943 3.287 -23.717 150 100 70.351 0.642
>675 1396.369 21.856 3.287 -23.713 150 98 75.675 0.62
>676 1398.372 21.778 3.287 -23.711 150 96 77.007 0.653
>677 1400.373 21.914 3.288 -23.713 150 94 76.876 0.648
>678 1402.376 21.917 3.287 -23.716 150 92 76.687 0.64
>679 1404.377 21.906 3.287 -23.715 150 90 76.46 0.64
>680 1406.379 21.884 3.287 -23.711 150 88 76.856 0.665
>681 1408.38 21.863 3.287 -23.719 150 86 77.96 0.665
>682 1410.382 21.854 3.287 -23.715 150 84 79.099 0.639
>683 1412.384 21.863 3.287 -23.719 150 82 77.987 0.583
>684 1414.386 21.816 3.288 -23.716 150 80 71.586 0.61
>685 1416.387 21.832 3.288 -23.715 150 78 61.7 0.585
>686 1418.388 21.855 3.288 -23.717 150 76 49.774 0.588
>687 1420.389 21.825 3.288 -23.719 150 74 24.582 0.575
>688 1422.391 21.954 3.289 -23.717 150 72 8.256 0.656
>689 1424.393 21.866 3.289 -23.724 150 70 2.8 0.603
>690 1426.395 21.854 3.288 -23.725 150 68 1.06 0.652
>691 1428.395 21.843 3.289 -23.721 150 66 0.968 0.611
>692 1430.397 21.883 3.289 -23.723 150 64 0.918 0.573
>693 1432.398 21.837 3.289 -23.72 150 62 0.801 0.605
>694 1434.399 21.889 3.289 -23.721 150 60 0.766 0.688
>695 1436.4 21.839 3.289 -23.721 150 58 0.67 0.665
>696 1438.402 21.851 3.289 -23.722 150 56 0.65 0.611
>697 1440.403 21.871 3.289 -23.724 150 54 0.717 0.637
>698 1442.404 21.844 3.289 -23.721 150 52 0.687 0.61
>699 1444.406 21.853 3.289 -23.723 150 50 0.671 0.628
>700 1446.407 21.853 3.289 -23.727 150 48 0.67 0.68
>701 1448.408 21.857 3.289 -23.719 150 46 0.677 0.595
>702 1450.409 21.865 3.289 -23.724 150 44 0.65 0.647
>703 1452.412 21.928 3.289 -23.722 150 42 0.605 0.562
>704 1454.412 21.844 3.289 -23.722 150 40 0.657 0.629
>705 1456.412 21.969 3.289 -23.72 150 38 0.647 0.641
>706 1458.413 21.874 3.289 -23.72 150 36 0.616 0.639
>707 1460.414 21.85 3.288 -23.72 150 34 0.681 0.589
>708 1462.415 21.865 3.289 -23.717 150 32 0.63 0.603
>709 1464.416 21.84 3.289 -23.724 150 30 0.564 0.604
>710 1466.417 21.889 3.289 -23.719 150 28 0.626 0.655
>711 1468.418 21.881 3.288 -23.717 150 26 0.677 0.59
>712 1470.418 21.84 3.289 -23.724 150 24 0.648 0.604
>713 1472.419 21.839 3.289 -23.724 150 22 0.644 0.625
>714 1474.42 21.835 3.288 -23.73 150 20 0.613 0.625
>715 1476.421 21.809 3.289 -23.724 150 18 0.617 0.647
>716 1478.421 21.869 3.289 -23.721 150 16 0.625 0.553
>717 1480.422 21.853 3.289 -23.723 150 14 0.636 0.61
>718 1482.422 21.882 3.289 -23.724 150 12 0.657 0.622
>719 1484.423 21.734 3.289 -23.719 150 10 0.631 0.611
>720 1486.424 21.92 3.289 -23.724 150 8 0.62 0.656
>721 1488.424 21.811 3.289 -23.722 150 6 0.626 0.653
>722 1490.425 21.787 3.289 -23.717 150 4 0.609 0.593
>723 1492.425 21.875 3.289 -23.721 150 2 0.619 0.64
>724 1494.426 21.921 3.289 -23.725 150 0 0.633 0.626
>[JNo. t[s] T[C] U+_SiPM[V] U-_SiPM[V] Vert.angl[grad]. Hor.angl[grad] I_SiPM[uA] I0_SiPM[uA] 
>725 1506.192 21.891 3.289 -23.721 170 0 0.629 0.646
>726 1508.194 21.889 3.289 -23.72 170 2 0.651 0.617
>727 1510.2 21.905 3.289 -23.722 170 4 0.626 0.616
>728 1512.209 21.878 3.289 -23.723 170 6 0.654 0.637
>729 1514.212 21.872 3.289 -23.719 170 8 0.6 0.622
>730 1516.218 21.801 3.289 -23.718 170 10 0.609 0.635
>731 1518.222 21.844 3.289 -23.724 170 12 0.624 0.621
>732 1520.229 21.898 3.289 -23.72 170 14 0.602 0.633
>733 1522.235 21.794 3.288 -23.722 170 16 0.609 0.635
>734 1524.238 21.84 3.289 -23.719 170 18 0.629 0.63
>735 1526.245 21.859 3.288 -23.721 170 20 0.678 0.635
>736 1528.249 21.916 3.289 -23.723 170 22 0.594 0.634
>737 1530.256 21.846 3.289 -23.721 170 24 0.639 0.615
>738 1532.263 21.965 3.289 -23.721 170 26 0.641 0.66
>739 1534.265 21.863 3.289 -23.723 170 28 0.663 0.639
>740 1536.27 21.856 3.288 -23.716 170 30 0.639 0.585
>741 1538.273 21.809 3.289 -23.725 170 32 0.541 0.608
>742 1540.277 21.815 3.289 -23.723 170 34 0.656 0.621
>743 1542.284 21.814 3.289 -23.721 170 36 0.677 0.557
>744 1544.289 21.796 3.289 -23.719 170 38 0.657 0.651
>745 1546.295 21.876 3.289 -23.721 170 40 0.652 0.569
>746 1548.298 21.835 3.289 -23.721 170 42 0.623 0.69
>747 1550.305 21.77 3.289 -23.72 170 44 0.6 0.596
>748 1552.307 21.864 3.289 -23.722 170 46 0.687 0.618
>749 1554.316 21.793 3.289 -23.723 170 48 0.733 0.637
>750 1556.321 21.881 3.289 -23.725 170 50 0.709 0.571
>751 1558.323 21.848 3.289 -23.722 170 52 0.679 0.607
>752 1560.327 21.869 3.289 -23.725 170 54 0.657 0.625
>753 1562.331 21.752 3.289 -23.719 170 56 0.704 0.566
>754 1564.336 21.882 3.289 -23.722 170 58 0.781 0.65
>755 1566.343 21.789 3.289 -23.725 170 60 0.79 0.609
>756 1568.348 21.849 3.289 -23.721 170 62 0.766 0.632
>757 1570.351 21.919 3.289 -23.72 170 64 0.893 0.608
>758 1572.355 21.843 3.289 -23.719 170 66 0.975 0.545
>759 1574.36 21.86 3.289 -23.723 170 68 1.058 0.652
>760 1576.365 21.86 3.288 -23.726 170 70 1.203 0.585
>761 1578.37 21.886 3.289 -23.721 170 72 2.505 0.61
>762 1580.375 21.799 3.289 -23.717 170 74 11.92 0.548
>763 1582.377 21.85 3.288 -23.715 170 76 36.992 0.571
>764 1584.382 21.875 3.288 -23.717 170 78 57.117 0.637
>765 1586.387 21.934 3.288 -23.716 170 80 69.834 0.596
>766 1588.392 21.794 3.288 -23.715 170 82 73.967 0.679
>767 1590.396 21.835 3.287 -23.713 170 84 77.512 0.592
>768 1592.4 21.811 3.287 -23.713 170 86 78.01 0.547
>769 1594.403 21.876 3.287 -23.713 170 88 77.635 0.695
>770 1596.412 21.852 3.287 -23.711 170 90 76.71 0.621
>771 1598.413 21.906 3.288 -23.717 170 92 76.575 0.632
>772 1600.418 21.881 3.287 -23.716 170 94 77.462 0.676
>773 1602.421 21.822 3.287 -23.713 170 96 77.383 0.622
>774 1604.424 21.877 3.287 -23.714 170 98 76.052 0.554
>775 1606.428 21.867 3.288 -23.711 170 100 73.325 0.656
>776 1608.433 21.867 3.287 -23.716 170 102 67.96 0.662
>777 1610.439 21.822 3.288 -23.717 170 104 54.635 0.562
>778 1612.439 21.877 3.288 -23.72 170 106 28.568 0.632
>779 1614.445 21.866 3.289 -23.723 170 108 15.038 0.691
>780 1616.449 21.914 3.289 -23.72 170 110 5.788 0.661
>781 1618.451 21.872 3.289 -23.722 170 112 1.317 0.638
>782 1620.459 21.864 3.289 -23.719 170 114 0.932 0.617
>783 1622.46 21.893 3.289 -23.726 170 116 0.869 0.666
>784 1624.466 21.887 3.289 -23.723 170 118 0.773 0.619
>785 1626.47 21.846 3.289 -23.722 170 120 0.728 0.621
>786 1628.476 21.886 3.289 -23.725 170 122 0.814 0.613
>787 1630.477 21.877 3.289 -23.72 170 124 0.742 0.658
>788 1632.479 21.914 3.288 -23.721 170 126 0.717 0.63
>789 1634.482 21.801 3.289 -23.724 170 128 0.681 0.621
>790 1636.488 21.911 3.288 -23.724 170 130 0.697 0.607
>791 1638.49 21.828 3.289 -23.72 170 132 0.688 0.6
>792 1640.493 21.875 3.289 -23.724 170 134 0.682 0.604
>793 1642.498 21.845 3.289 -23.73 170 136 0.703 0.657
>794 1644.503 21.918 3.288 -23.721 170 138 0.642 0.633
>795 1646.504 21.873 3.289 -23.721 170 140 0.655 0.656
>796 1648.507 21.862 3.289 -23.721 170 142 0.669 0.644
>797 1650.513 21.864 3.289 -23.725 170 144 0.637 0.626
>798 1652.514 21.883 3.289 -23.724 170 146 0.649 0.626
>799 1654.519 21.899 3.289 -23.726 170 148 0.664 0.619
>800 1656.521 21.904 3.289 -23.723 170 150 0.636 0.645
>801 1658.524 21.762 3.289 -23.719 170 152 0.615 0.624
>802 1660.528 21.829 3.289 -23.721 170 154 0.607 0.635
>803 1662.533 21.918 3.289 -23.724 170 156 0.625 0.633
>804 1664.536 21.906 3.288 -23.726 170 158 0.632 0.597
>805 1666.541 21.838 3.289 -23.721 170 160 0.612 0.632
>806 1668.542 21.833 3.289 -23.717 170 162 0.641 0.64
>807 1670.546 21.925 3.289 -23.721 170 164 0.639 0.624
>808 1672.549 21.889 3.288 -23.725 170 166 0.621 0.589
>809 1674.553 21.844 3.289 -23.719 170 168 0.636 0.63
>810 1676.556 21.91 3.289 -23.722 170 170 0.642 0.62
>811 1678.558 21.795 3.289 -23.72 170 172 0.633 0.636
>812 1680.563 21.872 3.288 -23.72 170 174 0.618 0.625
>813 1682.563 21.899 3.289 -23.721 170 176 0.639 0.609
>814 1684.567 21.895 3.289 -23.721 170 178 0.613 0.598
>815 1686.569 21.939 3.289 -23.723 170 180 0.614 0.625
>816 1688.572 21.886 3.289 -23.725 170 178 0.632 0.607
>817 1690.576 21.781 3.289 -23.725 170 176 0.574 0.611
>818 1692.579 21.799 3.289 -23.722 170 174 0.647 0.619
>819 1694.58 21.882 3.289 -23.722 170 172 0.644 0.633
>820 1696.585 21.849 3.289 -23.72 170 170 0.612 0.656
>821 1698.588 21.812 3.289 -23.719 170 168 0.627 0.615
>822 1700.589 21.889 3.289 -23.725 170 166 0.642 0.629
>823 1702.592 21.818 3.288 -23.726 170 164 0.608 0.615
>824 1704.596 21.827 3.289 -23.721 170 162 0.638 0.634
>825 1706.598 21.841 3.289 -23.722 170 160 0.621 0.619
>826 1708.6 21.897 3.288 -23.721 170 158 0.649 0.608
>827 1710.603 21.805 3.289 -23.729 170 156 0.649 0.612
>828 1712.605 21.918 3.289 -23.722 170 154 0.644 0.613
>829 1714.608 21.783 3.288 -23.716 170 152 0.566 0.623
>830 1716.611 21.841 3.288 -23.723 170 150 0.615 0.612
>831 1718.612 21.849 3.289 -23.722 170 148 0.603 0.63
>832 1720.616 21.893 3.289 -23.72 170 146 0.627 0.615
>833 1722.618 21.897 3.289 -23.726 170 144 0.623 0.637
>834 1724.62 21.798 3.289 -23.717 170 142 0.579 0.615
>835 1726.623 21.847 3.289 -23.722 170 140 0.628 0.611
>836 1728.625 21.877 3.289 -23.719 170 138 0.656 0.623
>837 1730.63 21.913 3.289 -23.724 170 136 0.645 0.525
>838 1732.631 21.797 3.289 -23.724 170 134 0.7 0.614
>839 1734.632 21.836 3.289 -23.72 170 132 0.684 0.572
